Time (sec),Position[2],Position[3],,,,,
1744147832.42317,6.744277316081E-14,8.43717538273174E-14,,12.008362531662,,3.86418626077259E-12,4.83414540442204E-12
1744147832.43362,6.55416154898483E-14,8.14175782404361E-14,,12.0188138484955,,3.75525795003757E-12,4.66488361135315E-12
1744147832.4455,6.37616230224081E-14,7.86439226947444E-14,,12.0306868553162,,3.65327189408817E-12,4.50596485476196E-12
1744147832.45665,6.20943796391255E-14,7.60428627023535E-14,,12.0418410301209,,3.55774588480496E-12,4.35693509493764E-12
1744147832.46778,6.0532201572099E-14,7.36053829053587E-14,,12.0529720783234,,3.46823967471644E-12,4.21727778992143E-12
1744147832.47848,5.90680041293375E-14,7.13219837140601E-14,,12.0636675357819,,3.38434734087236E-12,4.08644865331644E-12
1744147832.48862,5.76953012339746E-14,6.91831136596839E-14,,12.0738120079041,,3.30569725844267E-12,3.96390042627376E-12
1744147832.50028,5.64081568520107E-14,6.71794764404373E-14,,12.085474729538,,3.23194931773217E-12,3.84910046993561E-12
1744147832.51188,5.52011509483655E-14,6.53022068062066E-14,,12.0970664024353,,3.16279297360593E-12,3.74154084288612E-12
1744147832.52231,5.40693612722809E-14,6.35430102851116E-14,,12.1074976921082,,3.0979462018698E-12,3.64074630689328E-12
1744147832.53287,5.30082101595543E-14,6.18940224540638E-14,,12.118061542511,,3.03714672168495E-12,3.54626626370581E-12
1744147832.54296,0.00177302342534731,0.00241687990119437,,12.128148317337,,0.10158675925023,0.138477017928433
1744147832.5532,0.00919472113265828,0.0122805635226254,,12.1383948326111,,0.526818714701067,0.703624459888746
1744147832.56431,0.0220425559881282,0.0290208838616387,,12.1494970321655,,1.26294542780056,1.66277416301122
1744147832.5756,0.040205840354867,0.0515840710787406,,12.1607947349548,,2.30362496411064,2.95554956291469
1744147832.58638,0.0636522655306616,0.0796842734167958,,12.1715669631958,,3.64700617135295,4.5655725603489
1744147832.59675,0.0914924211088212,0.112856229584196,,12.1819388866425,,5.2421295869691,6.46618564693387
1744147832.60803,0.123501398556459,0.150685077236821,,12.1932210922241,,7.07610890124819,8.63361896127269
1744147832.61884,0.159498995461889,0.192800723104437,,12.2040331363678,,9.13861927654248,11.0466677209547
1744147832.62875,0.199319009894657,0.238876185811694,,12.2139365673065,,11.4201380436901,13.6865972731929
1744147832.64012,0.24280753634029,0.288621187185725,,12.2253124713898,,13.911847066268,16.5367759037974
1744147832.65065,0.289821707766551,0.341777257378845,,12.2358403205872,,16.6055606662973,19.5823943813643
1744147832.66239,0.340228899891681,0.398114272092857,,12.2475800514221,,19.4936800321723,22.8102675548436
1744147832.67274,0.393906469329237,0.457428375335432,,12.2579259872437,,22.5691782154647,26.2087153362464
1744147832.68411,0.450910491054681,0.519484277478288,,12.269296169281,,25.8352680756047,29.7642566229089
1744147832.6936,0.511931478414377,0.583704972824161,,12.2787857055664,,29.3315131130364,33.4438314236228
1744147832.70415,0.576546173762878,0.650042755662907,,12.2893373966217,,33.0336624510291,37.2447064025384
1744147832.71448,0.644741623047331,0.718549161750453,,12.2996740341187,,36.9409738770267,41.1698343409641
1744147832.72575,0.716289661707315,0.785000000004232,,12.3109383583069,,41.0403745246827,44.9771869180121
1744147832.73704,0.78500000000491,0.784880456417322,,12.3222255706787,,44.977186918051,44.9703375750143
1744147832.74693,0.785000000007822,0.785000000000242,,12.3321218490601,,44.9771869182178,44.9771869177835
1744147832.75812,0.785000000008152,0.785000000000365,,12.3433063030243,,44.9771869182367,44.9771869177905
1744147832.76838,0.785000000008417,0.78500000000038,,12.3535711765289,,44.9771869182519,44.9771869177914
1744147832.77871,0.785000000008602,0.78500000000039,,12.3638997077942,,44.9771869182625,44.977186917792
1744147832.78874,0.785000000008679,0.785000000000406,,12.3739347457886,,44.9771869182669,44.9771869177929
1744147832.79919,0.785000000008757,0.785000000000423,,12.3843834400177,,44.9771869182714,44.9771869177939
1744147832.80959,0.785000000008834,0.785000000000442,,12.3947849273682,,44.9771869182758,44.977186917795
1744147832.81968,0.78500000000891,0.785000000000462,,12.4048666954041,,44.9771869182801,44.9771869177961
1744147832.8303,0.785000000008986,0.785000000000484,,12.4154915809631,,44.9771869182845,44.9771869177974
1744147832.84166,0.785000000009062,0.785000000000508,,12.4268519878387,,44.9771869182888,44.9771869177987
1744147832.85167,0.785000000009137,0.785000000000534,,12.4368560314178,,44.9771869182932,44.9771869178002
1744147832.86282,0.785000000009213,0.785000000000563,,12.4480125904083,,44.9771869182975,44.9771869178019
1744147832.87352,0.785000000009287,0.785000000000596,,12.4587094783783,,44.9771869183017,44.9771869178038
1744147832.884,0.785000000009362,0.785000000000632,,12.4691934585571,,44.977186918306,44.9771869178058
1744147832.89419,0.785000000009418,0.785000000000671,,12.4793763160706,,44.9771869183092,44.9771869178081
1744147832.90418,0.78500000000946,0.785000000000714,,12.4893665313721,,44.9771869183116,44.9771869178105
1744147832.91555,0.785000000009502,0.785000000000762,,12.500736951828,,44.9771869183141,44.9771869178133
1744147832.92629,0.785000000009544,0.785000000000818,,12.5114822387695,,44.9771869183165,44.9771869178165
1744147832.93665,0.785000000009586,0.785000000000883,,12.5218420028687,,44.9771869183189,44.9771869178202
1744147832.94746,0.785000000009629,0.785000000000958,,12.5326526165009,,44.9771869183213,44.9771869178245
1744147832.95797,0.785000000009671,0.785000000001046,,12.5431623458862,,44.9771869183237,44.9771869178295
1744147832.96919,0.785000000009713,0.785000000001148,,12.5543842315674,,44.9771869183261,44.9771869178354
1744147832.97994,0.785000000009755,0.785000000001268,,12.5651252269745,,44.9771869183286,44.9771869178423
1744147832.99007,0.785000000009797,0.785000000001411,,12.5752580165863,,44.977186918331,44.9771869178505
1744147833.00194,0.78500000000984,0.785000000001581,,12.5871295928955,,44.9771869183334,44.9771869178602
1744147833.01193,0.785000000009882,0.785000000001785,,12.5971171855927,,44.9771869183358,44.9771869178719
1744147833.02307,0.785000000009924,0.785000000002032,,12.6082565784454,,44.9771869183382,44.9771869178861
1744147833.03433,0.785000000009952,0.78500000000279,,12.6195168495178,,44.9771869183398,44.9771869179295
1744147833.04525,0.78500000000996,0.785000000004502,,12.630439043045,,44.9771869183403,44.9771869180276
1744147833.05628,0.784999999999985,0.785000000006416,,12.6414709091187,,44.9771869177688,44.9771869181373
1744147833.06709,0.785,0.785000000008429,,12.652280330658,,44.9771869177696,44.9771869182526
1744147833.07778,0.784999999999998,0.785000000010752,,12.6629688739777,,44.9771869177695,44.9771869183857
1744147833.08866,0.784999999999998,0.785000000013557,,12.6738531589508,,44.9771869177695,44.9771869185464
1744147833.09899,0.784999999999998,0.785000000016815,,12.6841850280762,,44.9771869177695,44.977186918733
1744147833.11002,0.785000000000045,0.785000000016975,,12.6952152252197,,44.9771869177722,44.9771869187422
1744147833.1201,0.785000000000092,0.785000000017209,,12.7052853107452,,44.9771869177749,44.9771869187556
1744147833.1302,0.785000000000143,0.785000000017579,,12.7153887748718,,44.9771869177778,44.9771869187768
1744147833.14244,0.785000000000199,0.785000000018149,,12.7276277542114,,44.9771869177811,44.9771869188095
1744147833.15238,0.785000000000261,0.785000000018967,,12.7375688552856,,44.9771869177846,44.9771869188564
1744147833.16381,0.78500000000033,0.785000000020038,,12.7490022182465,,44.9771869177885,44.9771869189177
1744147833.17441,0.785000000000401,0.785000000021218,,12.7595975399017,,44.9771869177926,44.9771869189853
1744147833.18472,0.785000000000474,0.785000000022383,,12.7699062824249,,44.9771869177968,44.9771869190521
1744147833.19615,0.785000000000548,0.785000000023515,,12.7813377380371,,44.977186917801,44.977186919117
1744147833.20799,0.785000000000624,0.785000000024599,,12.7931847572327,,44.9771869178054,44.9771869191791
1744147833.21849,0.785000000000686,0.785000000025417,,12.8036818504334,,44.9771869178089,44.9771869192259
1744147833.22972,0.785000000000736,0.785000000026014,,12.8149108886719,,44.9771869178118,44.9771869192601
1744147833.24161,0.785000000000787,0.785000000026578,,12.8268036842346,,44.9771869178147,44.9771869192924
1744147833.25236,0.785000000000838,0.785000000027109,,12.8375458717346,,44.9771869178176,44.9771869193229
1744147833.2629,0.785000000000889,0.785000000027612,,12.8480927944183,,44.9771869178205,44.9771869193517
1744147833.27401,0.785000000000935,0.784997749275266,,12.8592026233673,,44.9771869178232,44.9770579607415
1744147833.28465,0.78500000000098,0.784998945706508,,12.869838476181,,44.9771869178258,44.9771265112022
1744147833.29478,0.785000000001026,0.784997606036577,,12.8799710273743,,44.9771869178284,44.9770497537692
1744147833.30599,0.785000000001072,0.784998716523786,,12.8911776542664,,44.9771869178311,44.9771133799994
1744147833.31684,0.785000000001119,0.784997476782953,,12.9020347595215,,44.9771869178337,44.9770423480821
1744147833.32705,0.785000000001166,0.784998509002055,,12.9122445583344,,44.9771869178364,44.9771014898801
1744147833.33695,0.785000000001212,0.784997361943123,,12.9221384525299,,44.9771869178391,44.9770357682444
1744147833.348,0.785000000001259,0.784998244152765,,12.9331862926483,,44.9771869178418,44.9770863151336
1744147833.35852,0.785000000001306,0.784997427837635,,12.9437127113342,,44.9771869178444,44.9770395437219
1744147833.36909,0.785000000001353,0.784997924455472,,12.9542765617371,,44.9771869178471,44.977067997828
1744147833.38042,0.7850000000014,0.784997412983844,,12.9656071662903,,44.9771869178499,44.9770386926624
1744147833.39083,0.785000000001448,0.784997685639955,,12.9760246276855,,44.9771869178526,44.9770543147068
1744147833.40112,0.785000000001496,0.784997493146174,,12.9863121509552,,44.9771869178553,44.9770432856255
1744147833.41202,0.785000000001544,0.784997432696931,,12.9972095489502,,44.9771869178581,44.977039822139
1744147833.42386,0.785000000001592,0.784994068649102,,13.0090475082397,,44.9771869178608,44.9768470763964
1744147833.43493,0.785000000001647,0.784991795428701,,13.0201222896576,,44.977186917864,44.9767168304615
1744147833.4454,0.785000000001706,0.784994268869151,,13.0305862426758,,44.9771869178674,44.9768585481601
1744147833.45652,0.785000000001762,0.784991766381307,,13.0417094230652,,44.9771869178706,44.9767151661684
1744147833.46698,0.785000000001821,0.784994555334068,,13.0521719455719,,44.977186917874,44.9768749613908
1744147833.47754,0.785000000001877,0.784991686886843,,13.0627324581146,,44.9771869178772,44.9767106114711
1744147833.48826,0.785000000001936,0.78499488164624,,13.0734491348267,,44.9771869178805,44.9768936577011
1744147833.4989,0.785000000001992,0.784991572467015,,13.0840866565704,,44.9771869178838,44.9767040556979
1744147833.50841,0.785000000002051,0.784995227944123,,13.0935952663422,,44.9771869178871,44.9769134991083
1744147833.51896,0.785000000002107,0.784991418940934,,13.1041457653046,,44.9771869178903,44.9766952593014
1744147833.52919,0.785000000002166,0.784995574445958,,13.1143820285797,,44.9771869178937,44.976933352201
1744147833.53968,0.785000000002221,0.784991227559129,,13.1248679161072,,44.9771869178969,44.9766842939317
1744147833.55076,0.78500000000228,0.784995927704317,,13.1359486579895,,44.9771869179003,44.9769535924141
1744147833.56017,0.785000000002335,0.784990996054849,,13.1453635692596,,44.9771869179034,44.9766710297135
1744147833.57145,0.785000000002394,0.784996296157806,,13.1566359996796,,44.9771869179068,44.9769747032439
1744147833.58209,0.785000000002448,0.784990718918327,,13.1672801971436,,44.9771869179099,44.9766551509604
1744147833.59242,0.785000000002508,0.78499668690235,,13.1776146888733,,44.9771869179133,44.9769970912572
1744147833.60355,0.785000000002561,0.784990393124012,,13.18874168396,,44.9771869179164,44.9766364843212
1744147833.61342,0.78500000000262,0.784997108107318,,13.198611497879,,44.9771869179198,44.9770212245242
1744147833.62458,0.785000000002673,0.784990013544614,,13.2097682952881,,44.9771869179228,44.9766147360237
1744147833.63465,0.785000000002731,0.784997567468994,,13.219836473465,,44.9771869179261,44.9770475440095
1744147833.64536,0.785000000002782,0.784989567012277,,13.2305550575256,,44.977186917929,44.9765891516054
1744147833.65549,0.785000000002839,0.78499841628197,,13.2406778335571,,44.9771869179323,44.9770961774106
1744147833.66565,0.785000000002887,0.784988986658887,,13.2508432865143,,44.977186917935,44.9765558998055
1744147833.67675,0.785000000002941,0.784999467037818,,13.2619423866272,,44.9771869179381,44.9771563812859
1744147833.68705,0.785000000002985,0.784988382483012,,13.2722399234772,,44.9771869179406,44.9765212830778
1744147833.699,0.785000000003048,0.784999999999973,,13.2841901779175,,44.9771869179443,44.9771869177681
1744147833.70993,0.785000000003101,0.785000000000001,,13.2951154708862,,44.9771869179473,44.9771869177697
1744147833.71951,0.785000000003155,0.784988609178242,,13.3046982288361,,44.9771869179504,44.9765342717577
1744147833.73228,0.78500000000322,0.784999999999974,,13.3174693584442,,44.9771869179541,44.9771869177682
1744147833.7425,0.785000000003286,0.784999999999982,,13.3276855945587,,44.9771869179579,44.9771869177686
1744147833.75288,0.785000000003339,0.784999999999981,,13.3380732536316,,44.977186917961,44.9771869177685
1744147833.7637,0.785000000003393,0.784999999999981,,13.348888874054,,44.977186917964,44.9771869177685
1744147833.7744,0.785000000003447,0.784999999999981,,13.3595881462097,,44.9771869179671,44.9771869177686
1744147833.78513,0.785000000000001,0.784981290244444,,13.3703179359436,,44.9771869177697,44.9761149277406
1744147833.79552,0.78500000000006,0.784999999999984,,13.3807089328766,,44.9771869177731,44.9771869177687
1744147833.80619,0.785000000000119,0.784999999999987,,13.3913779258728,,44.9771869177765,44.9771869177689
1744147833.81667,0.785000000000184,0.784999999999983,,13.4018559455872,,44.9771869177802,44.9771869177686
1744147833.8269,0.785000000000002,0.784982355886346,,13.4120922088623,,44.9771869177697,44.976175984524
1744147833.83783,0.785000000000074,0.784998115922462,,13.4230184555054,,44.9771869177738,44.9770789680784
1744147833.8489,0.785000000000132,0.78499150581148,,13.4340858459473,,44.9771869177772,44.9767002366171
1744147833.85895,0.784999999999992,0.784996148002869,,13.4441449642181,,44.9771869177692,44.9769662145913
1744147833.86924,0.785000000000048,0.78499999999999,,13.4544336795807,,44.9771869177724,44.977186917769
1744147833.87974,0.78500000000011,0.784999999999988,,13.4649260044098,,44.977186917776,44.9771869177689
1744147833.88991,0.785000000000175,0.784999999999981,,13.4750990867615,,44.9771869177797,44.9771869177685
1744147833.90162,0.78500000000023,0.784999999999986,,13.4868106842041,,44.9771869177828,44.9771869177688
1744147833.91259,0.785000000000258,0.784999999999986,,13.4977781772614,,44.9771869177844,44.9771869177688
1744147833.92351,0.785000000000287,0.784999999999986,,13.50870013237,,44.9771869177861,44.9771869177688
1744147833.93374,0.785000000000316,0.784999999999987,,13.5189297199249,,44.9771869177877,44.9771869177689
1744147833.94441,0.785000000000344,0.784999999999987,,13.5295956134796,,44.9771869177894,44.9771869177689
1744147833.95504,0.785000000000373,0.784999999999987,,13.5402312278748,,44.977186917791,44.9771869177689
1744147833.96618,0.785000000000428,0.784999999999992,,13.5513663291931,,44.9771869177941,44.9771869177692
1744147833.97703,0.785000000000486,0.784999999999992,,13.5622179508209,,44.9771869177975,44.9771869177692
1744147833.98771,0.785000000000545,0.784999999999992,,13.5728960037231,,44.9771869178008,44.9771869177692
1744147833.99849,0.785000000000604,0.784999999999992,,13.5836846828461,,44.9771869178042,44.9771869177692
1744147834.00891,0.785000000000663,0.784999999999992,,13.5940957069397,,44.9771869178076,44.9771869177692
1744147834.0193,0.785000000000723,0.784999999999992,,13.6044929027557,,44.977186917811,44.9771869177692
1744147834.02979,0.785000000000783,0.784999999999992,,13.6149830818176,,44.9771869178145,44.9771869177692
1744147834.04015,0.785000000000843,0.784999999999993,,13.6253385543823,,44.9771869178179,44.9771869177692
1744147834.05091,0.785000000000904,0.784999999999993,,13.6360988616943,,44.9771869178214,44.9771869177692
1744147834.06166,0.785000000000966,0.784999999999993,,13.6468455791473,,44.977186917825,44.9771869177692
1744147834.07193,0.785000000001028,0.784999999999993,,13.6571178436279,,44.9771869178285,44.9771869177692
1744147834.08287,0.78500000000109,0.784999999999993,,13.6680648326874,,44.9771869178321,44.9771869177692
1744147834.09291,0.785000000001153,0.784999999999993,,13.6781046390533,,44.9771869178357,44.9771869177692
1744147834.10333,0.785000000001216,0.784999999999993,,13.6885194778442,,44.9771869178393,44.9771869177692
1744147834.11549,0.78500000000128,0.784999999999993,,13.7006847858429,,44.9771869178429,44.9771869177692
1744147834.12692,0.785000000001344,0.784999999999993,,13.7121140956879,,44.9771869178466,44.9771869177692
1744147834.13816,0.785000000001409,0.784999999999993,,13.7233517169952,,44.9771869178503,44.9771869177692
1744147834.14886,0.785000000001474,0.784999999999993,,13.7340486049652,,44.9771869178541,44.9771869177692
1744147834.15947,0.78500000000154,0.784999999999993,,13.7446610927582,,44.9771869178579,44.9771869177692
1744147834.17205,0.785000000001607,0.784999999999993,,13.7572426795959,,44.9771869178617,44.9771869177692
1744147834.18218,0.785000000001673,0.784999999999993,,13.7673692703247,,44.9771869178655,44.9771869177692
1744147834.1928,0.785000000001741,0.784999999999994,,13.7779889106751,,44.9771869178694,44.9771869177692
1744147834.20313,0.785000000001809,0.784999999999994,,13.788321018219,,44.9771869178733,44.9771869177692
1744147834.21477,0.785000000001878,0.784999999999994,,13.7999646663666,,44.9771869178772,44.9771869177693
1744147834.22457,0.785000000001947,0.784999999999994,,13.8097558021545,,44.9771869178812,44.9771869177693
1744147834.23517,0.785000000002017,0.784999999999994,,13.8203570842743,,44.9771869178852,44.9771869177693
1744147834.24619,0.785000000002087,0.784999999999994,,13.8313760757446,,44.9771869178892,44.9771869177693
1744147834.25708,0.785000000002158,0.784999999999994,,13.8422660827637,,44.9771869178933,44.9771869177693
1744147834.26742,0.78500000000223,0.784999999999994,,13.8526122570038,,44.9771869178974,44.9771869177693
1744147834.27786,0.785000000002302,0.784999999999994,,13.8630495071411,,44.9771869179015,44.9771869177693
1744147834.28854,0.785000000002376,0.784999999999994,,13.8737270832062,,44.9771869179057,44.9771869177693
1744147834.29918,0.785000000002449,0.784999999999994,,13.8843724727631,,44.97718691791,44.9771869177693
1744147834.31046,0.785000000002524,0.784999999999994,,13.8956491947174,,44.9771869179142,44.9771869177693
1744147834.32035,0.785000000002599,0.784999999999994,,13.9055442810059,,44.9771869179185,44.9771869177693
1744147834.33109,0.785000000002675,0.784999999999994,,13.9162788391113,,44.9771869179229,44.9771869177693
1744147834.34184,0.785000000002751,0.784999999999994,,13.9270286560059,,44.9771869179273,44.9771869177693
1744147834.35125,0.785000000002829,0.784999999999994,,13.9364383220673,,44.9771869179317,44.9771869177693
1744147834.36288,0.785000000002907,0.784999999999994,,13.9480724334717,,44.9771869179362,44.9771869177693
1744147834.37343,0.785000000002986,0.784999999999994,,13.958619594574,,44.9771869179407,44.9771869177693
1744147834.38405,0.785000000003065,0.784999999999994,,13.9692447185516,,44.9771869179453,44.9771869177693
1744147834.39488,0.785000000003146,0.784999999999994,,13.9800736904144,,44.9771869179499,44.9771869177693
1744147834.40469,0.785000000003227,0.784999999999994,,13.9898843765259,,44.9771869179545,44.9771869177693
1744147834.41565,0.785000000003309,0.784999999999994,,14.0008370876312,,44.9771869179592,44.9771869177693
1744147834.42546,0.785000000003393,0.784999999999994,,14.01065325737,,44.977186917964,44.9771869177693
1744147834.43704,0.785000000003477,0.784999999999994,,14.0222299098969,,44.9771869179688,44.9771869177693
1744147834.44755,0.785000000003561,0.784999999999994,,14.0327384471893,,44.9771869179737,44.9771869177693
1744147834.45795,0.785000000003647,0.784999999999994,,14.0431432723999,,44.9771869179786,44.9771869177693
1744147834.46921,0.785000000003734,0.784999999999994,,14.0544023513794,,44.9771869179835,44.9771869177693
1744147834.47952,0.785000000003821,0.784999999999995,,14.0647056102753,,44.9771869179886,44.9771869177693
1744147834.4904,0.78500000000391,0.784999999999995,,14.0755927562714,,44.9771869179937,44.9771869177693
1744147834.50119,0.785000000003999,0.784999999999995,,14.0863766670227,,44.9771869179988,44.9771869177693
1744147834.51152,0.78500000000409,0.784999999999995,,14.0967149734497,,44.977186918004,44.9771869177693
1744147834.52204,0.785000000004182,0.784999999999995,,14.107232093811,,44.9771869180092,44.9771869177693
1744147834.53233,0.785000000004274,0.784999999999995,,14.1175191402435,,44.9771869180145,44.9771869177693
1744147834.54285,0.785000000004368,0.784999999999995,,14.128039598465,,44.9771869180199,44.9771869177693
1744147834.55361,0.785000000004463,0.784999999999995,,14.1387984752655,,44.9771869180253,44.9771869177693
1744147834.56416,0.785000000004559,0.784999999999995,,14.1493530273438,,44.9771869180308,44.9771869177693
1744147834.57425,0.785000000004656,0.784999999999995,,14.1594383716583,,44.9771869180364,44.9771869177693
1744147834.58509,0.785000000004754,0.784999999999995,,14.1702806949615,,44.977186918042,44.9771869177693
1744147834.59544,0.785000000004853,0.784999999999995,,14.1806337833405,,44.9771869180477,44.9771869177693
1744147834.60581,0.785000000004954,0.784999999999995,,14.1909968852997,,44.9771869180535,44.9771869177693
1744147834.61649,0.785000000005056,0.784999999999995,,14.2016847133636,,44.9771869180593,44.9771869177693
1744147834.6284,0.785000000005158,0.784999999999995,,14.2135908603668,,44.9771869180652,44.9771869177693
1744147834.63879,0.785000000005262,0.784999999999995,,14.2239797115326,,44.9771869180711,44.9771869177693
1744147834.65069,0.785000000005368,0.784999999999995,,14.2358827590942,,44.9771869180772,44.9771869177693
1744147834.66135,0.785000000005474,0.784999999999995,,14.2465369701386,,44.9771869180833,44.9771869177693
1744147834.67302,0.785000000005582,0.784999999999995,,14.2582099437714,,44.9771869180895,44.9771869177693
1744147834.68362,0.785000000005691,0.784999999999995,,14.2688105106354,,44.9771869180957,44.9771869177693
1744147834.69545,0.785000000005802,0.784999999999995,,14.2806358337402,,44.977186918102,44.9771869177693
1744147834.70692,0.785000000005913,0.784999999999995,,14.2921085357666,,44.9771869181084,44.9771869177693
1744147834.71743,0.785000000006026,0.784999999999995,,14.3026192188263,,44.9771869181149,44.9771869177693
1744147834.72897,0.78500000000614,0.784999999999995,,14.3141555786133,,44.9771869181214,44.9771869177693
1744147834.73995,0.785000000006256,0.784999999999995,,14.3251438140869,,44.9771869181281,44.9771869177693
1744147834.75048,0.785000000006373,0.784999999999995,,14.33567237854,,44.9771869181348,44.9771869177693
1744147834.76143,0.785000000006491,0.784999999999995,,14.3466205596924,,44.9771869181415,44.9771869177693
1744147834.77195,0.78500000000661,0.784999999999995,,14.3571412563324,,44.9771869181483,44.9771869177693
1744147834.78308,0.785000000006731,0.784999999999995,,14.3682689666748,,44.9771869181553,44.9771869177693
1744147834.79336,0.785000000006852,0.784999999999995,,14.3785526752472,,44.9771869181622,44.9771869177693
1744147834.80515,0.785000000006975,0.784999999999995,,14.3903393745422,,44.9771869181692,44.9771869177694
1744147834.81572,0.785000000007099,0.784999999999995,,14.4009096622467,,44.9771869181763,44.9771869177694
1744147834.82594,0.785000000007223,0.784999999999995,,14.4111316204071,,44.9771869181835,44.9771869177694
1744147834.83717,0.785000000007349,0.784999999999995,,14.4223651885986,,44.9771869181907,44.9771869177694
1744147834.84826,0.785000000007476,0.784999999999995,,14.4334492683411,,44.9771869181979,44.9771869177694
1744147834.86015,0.785000000007603,0.784999999999995,,14.4453365802765,,44.9771869182052,44.9771869177694
1744147834.87021,0.785000000007731,0.784999999999995,,14.4554007053375,,44.9771869182125,44.9771869177694
1744147834.88255,0.785000000007859,0.784999999999995,,14.4677357673645,,44.9771869182199,44.9771869177694
1744147834.89282,0.785000000007988,0.784999999999995,,14.4780070781708,,44.9771869182273,44.9771869177694
1744147834.90487,0.785000000008117,0.784999999999995,,14.4900608062744,,44.9771869182347,44.9771869177694
1744147834.91491,0.785000000008245,0.784999999999995,,14.5000996589661,,44.9771869182421,44.9771869177694
1744147834.9259,0.785000000008374,0.784999999999995,,14.5110898017883,,44.9771869182494,44.9771869177694
1744147834.93679,0.785000000008501,0.784999999999995,,14.5219776630402,,44.9771869182567,44.9771869177694
1744147834.94688,0.785000000008628,0.784999999999995,,14.5320723056793,,44.977186918264,44.9771869177694
1744147834.95818,0.785000000008754,0.784999999999995,,14.5433661937714,,44.9771869182712,44.9771869177694
1744147834.96897,0.785000000008878,0.784999999999995,,14.5541625022888,,44.9771869182783,44.9771869177694
1744147834.97984,0.785000000008999,0.784999999999995,,14.5650260448456,,44.9771869182853,44.9771869177694
1744147834.99061,0.785000000009119,0.784999999999995,,14.5758035182953,,44.9771869182921,44.9771869177694
1744147835.00195,0.785000000009235,0.784999999999995,,14.5871384143829,,44.9771869182987,44.9771869177694
1744147835.01425,0.785000000009348,0.784999999999995,,14.5994412899017,,44.9771869183052,44.9771869177694
1744147835.02469,0.785000000009456,0.784999999999995,,14.6098828315735,,44.9771869183114,44.9771869177694
1744147835.0358,0.78500000000956,0.784999999999995,,14.6209905147553,,44.9771869183174,44.9771869177694
1744147835.04631,0.785000000009659,0.784999999999995,,14.6314952373505,,44.977186918323,44.9771869177694
1744147835.05776,0.785000000009751,0.784999999999995,,14.6429483890533,,44.9771869183283,44.9771869177694
1744147835.06816,0.785000000009837,0.784999999999995,,14.6533486843109,,44.9771869183332,44.9771869177694
1744147835.07901,0.785000000009915,0.784999999999995,,14.6642017364502,,44.9771869183377,44.9771869177694
1744147835.08861,0.785000000009986,0.784999999999995,,14.6737995147705,,44.9771869183418,44.9771869177694
1744147835.10052,0.785000000010047,0.784999999999995,,14.6857087612152,,44.9771869183453,44.9771869177694
1744147835.11025,0.785000000010099,0.784999999999995,,14.6954407691956,,44.9771869183483,44.9771869177694
1744147835.12176,0.785000000010141,0.784999999999995,,14.7069518566132,,44.9771869183507,44.9771869177694
1744147835.13469,0.785000000010173,0.784999999999995,,14.7198812961578,,44.9771869183525,44.9771869177694
1744147835.1441,0.785000000010194,0.784999999999995,,14.7292923927307,,44.9771869183537,44.9771869177694
1744147835.15683,0.785000000010203,0.784999999999995,,14.742015838623,,44.9771869183542,44.9771869177694
1744147835.16735,0.784999999999999,0.784999999999995,,14.7525396347046,,44.9771869177696,44.9771869177694
1744147835.17776,0.784999999999998,0.784999999999995,,14.7629458904266,,44.9771869177695,44.9771869177694
1744147835.18895,0.784999999999997,0.784999999999995,,14.7741451263428,,44.9771869177695,44.9771869177694
1744147835.19875,0.784999999999996,0.784999999999995,,14.7839441299438,,44.9771869177694,44.9771869177694
1744147835.20973,0.784999999999995,0.784999999999995,,14.7949233055115,,44.9771869177693,44.9771869177694
1744147835.22063,0.784999999999994,0.784999999999995,,14.8058235645294,,44.9771869177693,44.9771869177694
1744147835.23063,0.784999999999993,0.784999999999996,,14.815817117691,,44.9771869177692,44.9771869177694
1744147835.24139,0.784999999999992,0.784999999999996,,14.8265805244446,,44.9771869177692,44.9771869177694
1744147835.2513,0.784999999999991,0.784999999999996,,14.8364942073822,,44.9771869177691,44.9771869177694
1744147835.26255,0.78499999999999,0.784999999999996,,14.8477373123169,,44.9771869177691,44.9771869177694
1744147835.27262,0.784999999999989,0.784999999999996,,14.8578054904938,,44.977186917769,44.9771869177694
1744147835.28303,0.784999999999988,0.784999999999996,,14.8682224750519,,44.977186917769,44.9771869177694
1744147835.29527,0.784999999999988,0.784999999999996,,14.8804597854614,,44.9771869177689,44.9771869177694
1744147835.30516,0.784999999999987,0.784999999999996,,14.8903548717499,,44.9771869177689,44.9771869177694
1744147835.31598,0.784999999999987,0.784999999999996,,14.9011659622192,,44.9771869177689,44.9771869177694
1744147835.32659,0.784999999999986,0.784999999999996,,14.911780834198,,44.9771869177688,44.9771869177694
1744147835.33739,0.784999999999986,0.784999999999996,,14.9225800037384,,44.9771869177688,44.9771869177694
1744147835.35023,0.784999999999986,0.784999999999996,,14.9354238510132,,44.9771869177688,44.9771869177694
1744147835.36058,0.784999999999986,0.784999999999995,,14.9457709789276,,44.9771869177688,44.9771869177694
1744147835.373,0.784999999999985,0.784999999999995,,14.9581928253174,,44.9771869177688,44.9771869177694
1744147835.38428,0.784999999999985,0.784999999999995,,14.969468832016,,44.9771869177688,44.9771869177694
1744147835.39549,0.784999999999985,0.784999999999995,,14.9806809425354,,44.9771869177688,44.9771869177694
1744147835.40746,0.784999999999985,0.784999999999995,,14.9926459789276,,44.9771869177688,44.9771869177694
