Time (sec),Position[2],Position[3],,,,,
1744147817.7092,5.86964186406533E-14,4.80276562458357E-14,,,,,
1744147817.71941,5.66876176375098E-14,4.90311715234387E-14,,,,,
1744147817.72951,5.48813930882417E-14,5.0158292841809E-14,,,,,
1744147817.74006,5.32578508316608E-14,5.14191212246968E-14,,,,,
1744147817.75072,5.18000210708887E-14,5.28253705278988E-14,,,,,
1744147817.7612,5.04932808730695E-14,5.43907476418555E-14,,,,,
1744147817.77277,4.9215405227058E-14,5.63155884895476E-14,,,,,
1744147817.78382,4.81871665620552E-14,5.82702519714024E-14,,,,,
1744147817.79427,4.72765076033319E-14,6.04427769080451E-14,,,,,
1744147817.80517,4.64755868315705E-14,6.28590625041317E-14,,,,,
1744147817.81714,4.57776793608235E-14,6.55495162124765E-14,,,,,
1744147817.82732,4.51770648997712E-14,6.85497981472641E-14,,,,,
1744147817.83816,4.46688974441735E-14,7.19017607891768E-14,,,,,
1744147817.84897,4.42491029281842E-14,7.565441452164E-14,,,,,
1744147817.85951,4.39143413789198E-14,7.98647727122051E-14,,,,,
1744147817.87133,4.36619110255526E-14,8.4598301656451E-14,,,,,
1744147817.88201,4.34897291902483E-14,8.99286538100398E-14,,,,,
1744147817.89245,4.3396256102634E-14,9.5934678968588E-14,,,,,
1744147817.9035,4.33805037631513E-14,1.02692991140202E-13,,,,,
1744147817.91386,4.3441970409811E-14,1.10260237340519E-13,,,,,
1744147817.92507,4.35806006331057E-14,1.18634279739696E-13,,,,,
1744147817.93528,4.37967899025543E-14,1.2767322451682E-13,,,,,
1744147817.9464,4.40912987588756E-14,1.36930160880097E-13,,,,,
1744147817.9562,4.4465203096543E-14,1.4533571187492E-13,,,,,
1744147817.96716,4.49199285600981E-14,1.50650273762278E-13,,,,,
1744147817.97921,4.54575643393647E-14,1.48758615952067E-13,,,,,
1744147817.9893,4.60818444537298E-14,1.335618781088E-13,,,,,
1744147818.00042,4.68001396551516E-14,9.946931613759E-14,,,,,
1744147818.01032,4.76244140468406E-14,4.74720145180033E-14,,,,,
1744147818.02053,4.85684553803906E-14,-1.13242550386271E-14,,,,,
1744147818.03105,4.96427729358796E-14,-6.24157659434278E-14,,,,,
1744147818.04153,5.08540178870602E-14,-9.76744811617393E-14,,,,,
1744147818.05233,5.22086825178562E-14,-1.17107527533912E-13,,,,,
1744147818.06251,5.37162205223344E-14,-1.24774070878087E-13,,,,,
1744147818.07324,5.53899920088702E-14,-1.25115915594683E-13,,,,,
1744147818.08332,5.72471612395545E-14,-1.21479359315052E-13,,,,,
1744147818.09466,5.93085965041222E-14,-1.15987877859288E-13,,,,,
1744147818.10485,6.15992459857411E-14,-1.09856859911184E-13,,,,,
1744147818.11531,6.41483247452289E-14,-1.03727918914971E-13,,,,,
1744147818.12585,6.69904081660489E-14,-9.79119284306177E-14,,,,,
1744147818.13633,7.01662308622337E-14,-9.2538777884161E-14,,,,,
1744147818.14686,7.37238559226655E-14,-8.76444290690401E-14,,,,,
1744147818.15845,7.77202158334134E-14,-8.32185778362278E-14,,,,,
1744147818.16886,8.22222028327538E-14,-7.92298076117378E-14,,,,,
1744147818.17881,8.73081534820997E-14,-7.56392363848947E-14,,,,,
1744147818.18958,9.30681063808572E-14,-7.24067666459675E-14,,,,,
1744147818.20096,9.96022531938867E-14,-6.94942723171406E-14,,,,,
1744147818.21121,1.0701449924954E-13,-6.68668172060202E-14,,,,,
1744147818.22135,1.153959593263E-13,-6.44930887271605E-14,,,,,
1744147818.23171,1.24786079030235E-13,-6.23451227044481E-14,,,,,
1744147818.24236,1.35087243086109E-13,-6.03979906600896E-14,,,,,
1744147818.25255,1.45886773735202E-13,-5.86293551968536E-14,,,,,
1744147818.26433,1.56104789730157E-13,-5.70194158150673E-14,,,,,
1744147818.27497,1.6337632575104E-13,-5.55511942204174E-14,,,,,
1744147818.28647,1.63258986669881E-13,-5.42124932062262E-14,,,,,
1744147818.29698,1.49156526693176E-13,-5.29997062281771E-14,,,,,
1744147818.30817,1.15209929179934E-13,-5.19208212270909E-14,,,,,
1744147818.31823,6.28425078505916E-14,-5.09892129480726E-14,,,,,
1744147818.32833,3.78654577148367E-15,-5.02060852214518E-14,,,,,
1744147818.33927,-4.75177210529698E-14,-4.95521160466318E-14,,,,,
1744147818.34921,-8.33736638338245E-14,-4.89996170143215E-14,,,,,
1744147818.35923,-1.03922630225148E-13,-4.85271391903124E-14,,,,,
1744147818.3708,-1.13042298353452E-13,-4.81232905506699E-14,,,,,
1744147818.38053,-1.1492793810977E-13,-4.77837290351E-14,,,,,
1744147818.39054,-1.12753107264842E-13,-4.75075115977766E-14,,,,,
1744147818.4019,-1.08558540370499E-13,-4.72949701671949E-14,,,,,
1744147818.4122,-1.03537812179663E-13,-4.71466783811719E-14,,,,,
1744147818.42312,-9.83428337261713E-14,-4.7063237090999E-14,,,,,
1744147818.43321,-9.33070591944266E-14,-4.70452534160114E-14,,,,,
1744147818.44451,-8.85856378068914E-14,-4.70934459654092E-14,,,,,
1744147818.45491,-8.42377448844592E-14,-4.72087250895464E-14,,,,,
1744147818.46505,-8.02728541857131E-14,-4.73922408558775E-14,,,,,
1744147818.47566,-7.66760270310196E-14,-4.76455070173112E-14,,,,,
1744147818.48622,-7.34215034272817E-14,-4.79704678803799E-14,,,,,
1744147818.49679,-7.04798258183135E-14,-4.83694675918244E-14,,,,,
1744147818.5085,-6.78217158665479E-14,-4.88453944459033E-14,,,,,
1744147818.51941,-6.54193509926751E-14,-4.94016814061656E-14,,,,,
1744147818.52896,-6.32475206772593E-14,-5.00424159351303E-14,,,,,
1744147818.53942,-6.12836196302647E-14,-5.07723786466764E-14,,,,,
1744147818.5501,-5.95076281127864E-14,-5.15971260626442E-14,,,,,
1744147818.56064,-5.79019869827502E-14,-5.25231298973451E-14,,,,,
1744147818.57106,-5.64512955277666E-14,-5.3557846861758E-14,,,,,
1744147818.58194,-5.51421013467502E-14,-5.47098914063173E-14,,,,,
1744147818.59273,-5.3962669577487E-14,-5.59891499454236E-14,,,,,
1744147818.60268,-5.29028080148244E-14,-5.74069847619902E-14,,,,,
1744147818.61383,-5.19536509749675E-14,-5.89764279119205E-14,,,,,
1744147818.62438,-5.11074781252966E-14,-6.07124442989879E-14,,,,,
1744147818.63429,-5.0357607690453E-14,-6.26321210104174E-14,,,,,
1744147818.646,-4.96982943747046E-14,-6.47549844189151E-14,,,,,
1744147818.65676,-4.91245944871953E-14,-6.71031459197696E-14,,,,,
1744147818.6673,-4.8632295902485E-14,-6.97014897553255E-14,,,,,
1744147818.67881,-4.82178116461063E-14,-7.25776379681483E-14,,,,,
1744147818.69018,-4.78781531147707E-14,-7.57615411689145E-14,,,,,
1744147818.70208,-4.76108541280066E-14,-7.92842859275744E-14,,,,,
1744147818.71299,-4.74139126522923E-14,-8.31755952130057E-14,,,,,
1744147818.72405,-4.72857321457188E-14,-8.7458683691075E-14,,,,,
1744147818.73423,-4.72250753709769E-14,-9.21400109570111E-14,,,,,
1744147818.74464,-4.72310157688901E-14,-9.71899846882977E-14,,,,,
1744147818.75537,-4.73027941810971E-14,-1.0250606028452E-13,,,,,
1744147818.76561,-4.74397365591073E-14,-1.07843163819247E-13,,,,,
1744147818.77662,-4.76411111206645E-14,-1.12683396146601E-13,,,,,
1744147818.78757,-4.79060059433212E-14,-1.16001309473497E-13,,,,,
1744147818.79777,-4.82333897881812E-14,-1.15875116526346E-13,,,,,
1744147818.80815,-4.86229133253046E-14,-1.0897981139869E-13,,,,,
1744147818.81827,-4.9077516423092E-14,-9.04084657112827E-14,,,,,
1744147818.82883,-4.96086064604912E-14,-5.52095262992379E-14,,,,,
1744147818.83946,-5.02405560854992E-14,-3.16686553677709E-15,,,,,
1744147818.85109,-5.10035892768178E-14,5.64012125783845E-14,,,,,
1744147818.8628,-5.19149468547635E-14,1.08441694108031E-13,,,,,
1744147818.87305,-5.29710501932256E-14,1.42846592363465E-13,,,,,
1744147818.88338,-5.41599491616488E-14,1.58925555177435E-13,,,,,
1744147818.89424,-5.54751221755454E-14,1.61531819882355E-13,,,,,
1744147818.90487,-5.69196229987544E-14,1.56250177029248E-13,,,,,
1744147818.91559,-5.85041014781657E-14,1.47235798104948E-13,,,,,
1744147818.92612,-6.02440901651527E-14,1.37000428912122E-13,,,,,
1744147818.93611,-6.21583751933885E-14,1.26862036236823E-13,,,,,
1744147818.94657,-6.42684511962033E-14,1.17420952579778E-13,,,,,
1744147818.95667,-6.65984737643191E-14,1.08891319796275E-13,,,,,
1744147818.96726,-6.91757901628135E-14,1.01297746402494E-13,,,,,
1744147818.97917,-7.20310487271184E-14,9.45806780404632E-14,,,,,
1744147818.98891,-7.51985912357867E-14,8.8649923238269E-14,,,,,
1744147819.00008,-7.8716455404157E-14,8.34103263959324E-14,,,,,
1744147819.01087,-8.26256160512532E-14,7.87724859370338E-14,,,,,
1744147819.02124,-8.69680093581654E-14,7.4656941443293E-14,,,,,
1744147819.03195,-9.17818329600528E-14,7.09948551840557E-14,,,,,
1744147819.04234,-9.70921129535618E-14,6.77274432625176E-14,,,,,
1744147819.05326,-1.02891524035134E-13,6.48048456331161E-14,,,,,
1744147819.06351,-1.09102404911575E-13,6.21846665214599E-14,,,,,
1744147819.07456,-1.15504354194772E-13,5.98310873030072E-14,,,,,
1744147819.08565,-1.21594449419766E-13,5.77136126774623E-14,,,,,
1744147819.09602,-1.26332049922641E-13,5.58063368265362E-14,,,,,
1744147819.10699,-1.27712447455032E-13,5.40874123717219E-14,,,,,
1744147819.11746,-1.22215346850459E-13,5.25387949091577E-14,,,,,
1744147819.12788,-1.04648210194519E-13,5.11466189567303E-14,,,,,
1744147819.13886,-6.99181780847837E-14,4.99013821193668E-14,,,,,
1744147819.14935,-1.813726946301E-14,4.87966983242985E-14,,,,,
1744147819.15992,4.09262978141232E-14,4.78250715874401E-14,,,,,
1744147819.17023,9.24830228491633E-14,4.69747149642159E-14,,,,,
1744147819.1817,1.27102968865012E-13,4.6231856891526E-14,,,,,
1744147819.19216,1.44302495390248E-13,4.55852531764022E-14,,,,,
1744147819.20288,1.48622894029788E-13,4.50277096359864E-14,,,,,
1744147819.21336,1.4523095907639E-13,4.45550019407879E-14,,,,,
1744147819.22494,1.37997985741537E-13,4.41645798372328E-14,,,,,
1744147819.23514,1.2930723428104E-13,4.38546858403758E-14,,,,,
1744147819.24585,1.20449631695613E-13,4.36240241083922E-14,,,,,
1744147819.25699,1.12047001107763E-13,4.34716935371395E-14,,,,,
1744147819.26725,1.04351912943E-13,4.33971705938172E-14,,,,,
1744147819.27818,9.7428356054605E-14,4.34003270392253E-14,,,,,
1744147819.28938,9.12513910821037E-14,4.34815086928286E-14,,,,,
1744147819.30008,8.57590847111168E-14,4.36415617041189E-14,,,,,
1744147819.31005,8.08785323686407E-14,4.38818013831263E-14,,,,,
1744147819.32125,7.6537654017424E-14,4.42041045346334E-14,,,,,
1744147819.33218,7.26704249435588E-14,4.46109388502184E-14,,,,,
1744147819.34197,6.92184716478684E-14,4.51053719850608E-14,,,,,
1744147819.3539,6.61311835729411E-14,4.56911989178149E-14,,,,,
1744147819.36397,6.33651007999534E-14,4.63729949138858E-14,,,,,
1744147819.37475,6.08830572579034E-14,4.71561287798014E-14,,,,,
1744147819.38682,5.86533328233014E-14,4.80469374739719E-14,,,,,
1744147819.39795,5.66488818019042E-14,4.90528693297972E-14,,,,,
1744147819.40886,5.48465477495017E-14,5.01826050661812E-14,,,,,
1744147819.41924,5.32265731685896E-14,5.14462524289276E-14,,,,,
1744147819.4298,5.17719561970102E-14,5.28556034177046E-14,,,,,
1744147819.44032,5.04681358911668E-14,5.44244071797325E-14,,,,,
1744147819.45057,4.93026118065863E-14,5.61686240925619E-14,,,,,
1744147819.46101,4.82646262182629E-14,5.81069484850469E-14,,,,,
1744147819.47133,4.73449029228018E-14,6.02612319911881E-14,,,,,
1744147819.48174,4.65354976727295E-14,6.26570683416793E-14,,,,,
1744147819.49204,4.58296169385485E-14,6.53244411204954E-14,,,,,
1744147819.50317,4.52214542890765E-14,6.82985719362522E-14,,,,,
1744147819.51449,-5.10679219330981E-05,-0.00031672583792083,,,,,
1744147819.52501,-1.78062833655501E-05,-0.000110435471179995,,,,,
1744147819.53468,-6.20866711555123E-06,-3.85064679199405E-05,,,,,
1744147819.54513,-2.16482837271948E-06,-1.34263752812291E-05,,,,,
1744147819.55591,-7.54828987701566E-07,-4.68148771697766E-06,,,,,
1744147819.56605,-2.63192601390731E-07,-1.6323339772106E-06,,,,,
1744147819.57859,-9.17695929264986E-08,-5.69159823721231E-07,,,,,
1744147819.58838,-3.19980855782393E-08,-1.98453935849857E-07,,,,,
1744147819.59946,-1.11570495068732E-08,-6.91968041361072E-08,,,,,
1744147819.61074,-3.89022946134081E-09,-2.41276495623049E-08,,,,,
1744147819.62204,-1.35644591061688E-09,-8.41302891662827E-09,,,,,
1744147819.63301,-4.72970163789957E-10,-2.93370258138085E-09,,,,,
1744147819.64361,-1.64921186216853E-10,-1.02320365884249E-09,,,,,
1744147819.6548,-5.75111322639142E-11,-3.57078536537855E-10,,,,,
1744147819.66481,-2.00595575831966E-11,-1.2483994081062E-10,,,,,
1744147819.67615,-7.00100604186415E-12,-4.38879490276763E-11,,,,,
1744147819.68649,-2.44778306661412E-12,-1.56855205973548E-11,,,,,
1744147819.69652,-8.60189965066614E-13,-5.87433876593937E-12,,,,,
1744147819.70708,-3.06651378606957E-13,-2.47381575198097E-12,,,,,
1744147819.71751,-1.13667032481618E-13,-1.30601593519233E-12,,,,,
1744147819.72888,-4.64005301168838E-14,-9.13668615232085E-13,,,,,
1744147819.73959,-2.29684183203618E-14,-7.88215101674198E-13,,,,,
1744147819.7503,-1.48189161600617E-14,-7.51989426279127E-13,,,,,
1744147819.76062,-4.96838350405557E-15,-6.29364961305615E-13,,,,,
1744147819.77114,2.64573814739246E-14,-1.35021300193559E-13,,,,,
1744147819.78312,3.74148734768104E-14,3.73457745365704E-14,,,,,
1744147819.79381,4.12355084112568E-14,9.7446341138082E-14,,,,,
1744147819.80363,4.25676755844247E-14,1.18402187121952E-13,,,,,
1744147819.81611,4.30321738474565E-14,1.25708903769235E-13,,,,,
1744147819.82624,4.31941374066201E-14,1.28256624383555E-13,,,,,
1744147819.83829,4.32506015343059E-14,1.29144856778966E-13,,,,,
1744147819.84815,4.32702929723788E-14,1.29454609709769E-13,,,,,
1744147819.85898,4.32771615858159E-14,1.29562599657354E-13,,,,,
1744147819.86942,4.32795495975597E-14,1.29600231790743E-13,,,,,
1744147819.87933,4.32803880613753E-14,1.29613387851337E-13,,,,,
1744147819.89045,4.32806802211497E-14,1.29618022975752E-13,,,,,
1744147819.90202,4.32807851686863E-14,1.2961961646713E-13,,,,,
1744147819.9128,4.32808198833239E-14,1.29620111891014E-13,,,,,
1744147819.92305,4.32808296128678E-14,1.29620308580162E-13,,,,,
1744147819.93372,4.3280840155943E-14,1.29620344575858E-13,,,,,
1744147819.94415,4.32808371735216E-14,1.29620342742456E-13,,,,,
1744147819.95457,4.32808375986779E-14,1.29620336659015E-13,,,,,
1744147819.96573,4.32808424128378E-14,1.29620421125038E-13,,,,,
1744147819.97543,4.32808352942741E-14,1.29620379192453E-13,,,,,
1744147819.98586,4.32808377757092E-14,1.29620324160112E-13,,,,,
1744147819.99579,4.32808405110576E-14,1.29620338601798E-13,,,,,
1744147820.00663,4.32808496300852E-14,1.29620431416057E-13,,,,,
1744147820.01753,4.32808439678244E-14,1.29620424429888E-13,,,,,
1744147820.02713,4.32808500359368E-14,1.29620417239294E-13,,,,,
1744147820.0382,4.32808449206415E-14,1.29620475670138E-13,,,,,
1744147820.04846,4.32808475982712E-14,1.29620427798479E-13,,,,,
1744147820.05879,4.32808558854203E-14,1.29620476486992E-13,,,,,
1744147820.07032,4.32808486638398E-14,1.29620450543363E-13,,,,,
1744147820.08082,4.32808536859633E-14,1.29620537554912E-13,,,,,
1744147820.0917,4.32808482539488E-14,1.29620426484021E-13,,,,,
1744147820.10234,4.32808462646399E-14,1.29620277494287E-13,,,,,
1744147820.11289,4.32808487885327E-14,1.29620150326937E-13,,,,,
1744147820.12329,4.3280856640164E-14,1.29620027460997E-13,,,,,
1744147820.13444,4.3280856730932E-14,1.29620002826441E-13,,,,,
1744147820.14545,4.32808599262319E-14,1.29619908130722E-13,,,,,
1744147820.15684,4.32808606872242E-14,1.29619832067775E-13,,,,,
1744147820.16691,4.32808591678779E-14,1.29619669233778E-13,,,,,
1744147820.17714,4.3280859682658E-14,1.29619562286336E-13,,,,,
1744147820.18784,4.32808657269688E-14,1.29619515299153E-13,,,,,
1744147820.20045,4.32808593095316E-14,1.29619369863508E-13,,,,,
1744147820.2107,4.32808584984951E-14,1.29619342678299E-13,,,,,
1744147820.22125,4.3280868295444E-14,1.29619351112397E-13,,,,,
1744147820.23168,4.32808626508828E-14,1.29619202486174E-13,,,,,
1744147820.24248,4.32808677571144E-14,1.29619194860199E-13,,,,,
1744147820.25254,4.32808701291258E-14,1.29619183288956E-13,,,,,
1744147820.26301,4.32808653734043E-14,1.29619062078683E-13,,,,,
1744147820.27413,4.32808689531652E-14,1.29619045708036E-13,,,,,
1744147820.28459,4.32808687394284E-14,1.29619041720838E-13,,,,,
1744147820.2956,4.32808715359445E-14,1.29619047333204E-13,,,,,
1744147820.30739,4.32808712040698E-14,1.29619033229923E-13,,,,,
1744147820.31817,4.32808745079953E-14,1.29619024768653E-13,,,,,
1744147820.32894,4.32808718156487E-14,1.29618973128726E-13,,,,,
1744147820.33937,4.32808734659803E-14,1.29618917508069E-13,,,,,
1744147820.3499,4.32808769219083E-14,1.29618885148337E-13,,,,,
1744147820.36043,4.32808699753827E-14,1.29618891557882E-13,,,,,
1744147820.37084,4.32808768879671E-14,1.29618930430197E-13,,,,,
1744147820.38226,4.32808727831047E-14,1.2961886159958E-13,,,,,
1744147820.39329,4.32808688573828E-14,1.29618793560613E-13,,,,,
1744147820.40403,4.32808711322232E-14,1.29618812723047E-13,,Time (s),,Left Wheel,Right Wheel
1744147820.41481,4.32808728713002E-14,1.29618746845166E-13,,0,,2.47981134916776E-12,7.42660714000265E-12
1744147820.42561,4.32808754542422E-14,1.29618794179888E-13,,0.0108046531677246,,2.47981149715944E-12,7.42660985208245E-12
1744147820.43648,4.32808828462885E-14,1.29618822763016E-13,,0.0216662883758545,,2.47981192069249E-12,7.42661148977504E-12
1744147820.44686,4.32808799027568E-14,1.29618800487686E-13,,0.0320453643798828,,2.47981175204055E-12,7.42661021349265E-12
1744147820.45749,4.32808739696172E-14,1.29618800704606E-13,,0.0426762104034424,,2.47981141209669E-12,7.42661022592129E-12
1744147820.4687,4.32808797933681E-14,1.29618869868837E-13,,0.0538899898529053,,2.47981174577304E-12,7.4266141887398E-12
1744147820.47924,4.32808748150795E-14,1.29618756418918E-13,,0.0644323825836182,,2.47981146053811E-12,7.42660768853823E-12
1744147820.49011,4.3280866373127E-14,1.29618765766635E-13,,0.0753006935119629,,2.47981097684986E-12,7.42660822412296E-12
1744147820.50066,4.32808727915338E-14,1.29618812313759E-13,,0.0858464241027832,,2.47981134459749E-12,7.42661089107674E-12
1744147820.51152,4.32808716738563E-14,1.29618740926082E-13,,0.0967092514038086,,2.47981128055928E-12,7.42660680086411E-12
1744147820.52324,-0.00134304776323328,-0.0102159487352867,,0.108427047729492,,-0.0769509685177523,-0.585330746253939
1744147820.53374,-0.00700901033063214,-0.0550518545492635,,0.118934154510498,,-0.401586710508815,-3.15423892004088
1744147820.54321,-0.0170834531484485,-0.142697312795596,,0.128401279449463,,-0.978809764915575,-8.17595377104582
1744147820.55332,-0.0307702570094853,-0.278136894320786,,0.13850736618042,,-1.76300586117635,-15.9360701714572
1744147820.56466,-0.0477520005920436,-0.467422257364105,,0.149848937988281,,-2.7359880972303,-26.781322597441
1744147820.57504,-0.0680821070271486,-0.66930761263919,,0.160230875015259,,-3.90081739301358,-38.3485014002026
1744147820.58629,-0.0917313159480536,-0.785000000012371,,0.171480417251587,,-5.25581725300457,-44.9771869184784
1744147820.59633,-0.118655282664933,-0.785000000012615,,0.181522846221924,,-6.79844691363246,-44.9771869184924
1744147820.60766,-0.148529120834582,-0.760930860878531,,0.192851781845093,,-8.5100917586102,-43.5981268295962
1744147820.61762,-0.181606201096062,-0.734317753101103,,0.202814102172852,,-10.4052688562085,-42.0733080742228
1744147820.6281,-0.218225069022486,-0.725038336195649,,0.213287591934204,,-12.5033754389395,-41.541636649198
1744147820.64024,-0.258148956251784,-0.7218028035844,,0.225429773330688,,-14.7908456789346,-41.3562542860965
1744147820.65035,-0.30140642866728,-0.720674643120751,,0.235543727874756,,-17.2693162807461,-41.2916154529159
1744147820.66097,-0.348070913466023,-0.720281277890147,,0.246159076690674,,-19.9429943128664,-41.2690772853951
1744147820.67141,-0.398207091999201,-0.720144119915212,,0.256601333618164,,-22.8155857437319,-41.2612187123047
1744147820.68192,-0.451863460087124,-0.720096295886049,,0.267115116119385,,-25.8898691791703,-41.2584785972744
1744147820.69211,-0.509185581213993,-0.720079620678181,,0.27729868888855,,-29.1741847924776,-41.257523178241
1744147820.70205,-0.570119646455708,-0.720073806392744,,0.287237644195557,,-32.6654495594027,-41.2571900442246
1744147820.71354,-0.634613816177488,-0.720071779076795,,0.298731088638306,,-36.3606932876611,-41.257073887577
1744147820.724,-0.702620910539962,-0.720071072195454,,0.309191226959229,,-40.2572127715788,-41.2570333862595
1744147820.73469,-0.774101347037247,-0.720070825721192,,0.319880485534668,,-44.3527401006261,-41.2570192643245
1744147820.74572,-0.785000000007496,-0.720070739781145,,0.330908060073853,,-44.9771869181991,-41.2570143403226
1744147820.75633,-0.78500000000765,-0.720070709815666,,0.341516494750977,,-44.977186918208,-41.2570126234271
1744147820.76656,-0.784999991375591,-0.720070699367214,,0.351750135421753,,-44.9771864236274,-41.2570120247749
1744147820.77741,-0.784998970614229,-0.720070695724231,,0.362597703933716,,-44.9771279383095,-41.2570118160474
1744147820.78889,-0.784999999999997,-0.720070694454003,,0.374077558517456,,-44.9771869177694,-41.2570117432686
1744147820.79964,-0.784999995189682,-0.720070694011102,,0.384834766387939,,-44.9771866421587,-41.2570117178922
1744147820.80992,-0.784998907271879,-0.720070693856672,,0.395110368728638,,-44.9771243090601,-41.2570117090441
1744147820.82041,-0.784999999999996,-0.720070693802827,,0.40560507774353,,-44.9771869177694,-41.257011705959
1744147820.83118,-0.785,-0.720070693784052,,0.416374206542969,,-44.9771869177696,-41.2570117048833
1744147820.84127,-0.784998808556681,-0.720070693777507,,0.426462411880493,,-44.9771186530959,-41.2570117045083
1744147820.85188,-0.784999999999996,-0.720070693775225,,0.437066078186035,,-44.9771869177694,-41.2570117043775
1744147820.86266,-0.785,-0.72007069377443,,0.447851181030273,,-44.9771869177696,-41.257011704332
1744147820.87337,-0.784998660071964,-0.720070693774153,,0.45855712890625,,-44.9771101455483,-41.2570117043161
1744147820.88466,-0.784999999999995,-0.720070693774058,,0.46985125541687,,-44.9771869177694,-41.2570117043106
1744147820.89416,-0.785,-0.720070693774025,,0.479351282119751,,-44.9771869177696,-41.2570117043087
1744147820.90462,-0.784998444385452,-0.720070693774014,,0.489811182022095,,-44.9770977876215,-41.2570117043081
1744147820.91506,-0.784999999999995,-0.72007069377401,,0.500248908996582,,-44.9771869177693,-41.2570117043079
1744147820.92587,-0.785,-0.72007069377401,,0.511060953140259,,-44.9771869177696,-41.2570117043079
1744147820.93668,-0.784998139801451,-0.72007069377401,,0.521865606307983,,-44.9770803362437,-41.2570117043079
1744147820.94666,-0.784999999999994,-0.720070693774011,,0.531847715377808,,-44.9771869177693,-41.2570117043079
1744147820.95837,-0.785,-0.720070693774011,,0.543561935424805,,-44.9771869177696,-41.257011704308
1744147820.96829,-0.784997718381586,-0.720070693774012,,0.553482055664063,,-44.977056190664,-41.257011704308
1744147820.97973,-0.784999999999992,-0.720070693774013,,0.564915657043457,,-44.9771869177692,-41.2570117043081
1744147820.98961,-0.785,-0.720070693774014,,0.574798345565796,,-44.9771869177696,-41.2570117043081
1744147821.00021,-0.784997142783188,-0.720070693774014,,0.585403919219971,,-44.9770232113051,-41.2570117043081
1744147821.01089,-0.78499999999999,-0.720070693774015,,0.596079349517822,,-44.977186917769,-41.2570117043082
1744147821.02121,-0.785,-0.720070693774016,,0.606396913528442,,-44.9771869177696,-41.2570117043082
1744147821.03225,-0.784996361158997,-0.720070693774016,,0.617439985275269,,-44.9769784275379,-41.2570117043083
1744147821.04205,-0.784999999999987,-0.720070693774017,,0.627240896224976,,-44.9771869177689,-41.2570117043083
1744147821.05277,-0.785,-0.720070693774018,,0.637962341308594,,-44.9771869177696,-41.2570117043083
1744147821.06383,-0.784995298765699,-0.720070693774018,,0.649018049240112,,-44.9769175568857,-41.2570117043084
1744147821.07351,-0.784999999999983,-0.720070693774019,,0.65870475769043,,-44.9771869177686,-41.2570117043084
1744147821.08424,-0.785000000000001,-0.72007069377402,,0.669428586959839,,-44.9771869177697,-41.2570117043084
1744147821.09593,-0.784993843856078,-0.72007069377402,,0.681115865707397,,-44.9768341967048,-41.2570117043085
1744147821.10564,-0.784999999999977,-0.720070693774021,,0.690830230712891,,-44.9771869177683,-41.2570117043085
1744147821.11708,-0.785000000000001,-0.720070693774021,,0.702268362045288,,-44.9771869177697,-41.2570117043086
1744147821.12738,-0.784991824592345,-0.720070693774022,,0.71257495880127,,-44.9767185014152,-41.2570117043086
1744147821.13833,-0.784999999999968,-0.720070693774022,,0.723515510559082,,-44.9771869177678,-41.2570117043086
1744147821.15028,-0.785000000000002,-0.720070693774023,,0.735468626022339,,-44.9771869177697,-41.2570117043086
1744147821.16118,-0.784988990800957,-0.720070693774024,,0.746374130249023,,-44.9765561371286,-41.2570117043087
1744147821.17297,-0.784999999999956,-0.720070693774024,,0.758155584335327,,-44.9771869177671,-41.2570117043087
1744147821.18369,-0.785000000000002,-0.720070693774025,,0.768877267837524,,-44.9771869177698,-41.2570117043087
1744147821.19456,-0.784984880277501,-0.720070693774025,,0.779746294021606,,-44.976320621483,-41.2570117043088
1744147821.2053,-0.784999999999938,-0.720070693774026,,0.790490865707397,,-44.9771869177661,-41.2570117043088
1744147821.21571,-0.785000000000004,-0.720070693774026,,0.800896644592285,,-44.9771869177699,-41.2570117043088
1744147821.22653,-0.784978757084626,-0.720070693774027,,0.811719417572022,,-44.9759697883742,-41.2570117043089
1744147821.23681,-0.78499999999991,-0.720070693774027,,0.822003126144409,,-44.9771869177645,-41.2570117043089
1744147821.24816,-0.785000000000007,-0.720070693774028,,0.833354473114014,,-44.97718691777,-41.2570117043089
1744147821.25964,-0.784969446980644,-0.720070693774028,,0.844830274581909,,-44.9754363587091,-41.2570117043089
1744147821.26962,-0.784999999999867,-0.720070693774029,,0.854807853698731,,-44.977186917762,-41.257011704309
1744147821.28154,-0.785000000000012,-0.720070693774029,,0.866726398468018,,-44.9771869177703,-41.257011704309
1744147821.29185,-0.784955302819237,-0.72007069377403,,0.8770432472229,,-44.9746259579558,-41.257011704309
1744147821.30312,-0.784999999999803,-0.72007069377403,,0.888313293457031,,-44.9771869177583,-41.2570117043091
1744147821.31401,-0.78500000000002,-0.720070693774031,,0.899198293685913,,-44.9771869177708,-41.2570117043091
1744147821.32427,-0.784934928665219,-0.720070693774031,,0.909456968307495,,-44.9734586049194,-41.2570117043091
1744147821.33479,-0.784999999999718,-0.720070693774031,,0.919984579086304,,-44.9771869177535,-41.2570117043091
1744147821.34511,-0.785000000000028,-0.720070693774032,,0.930296659469605,,-44.9771869177713,-41.2570117043092
1744147821.35561,-0.784909977203361,-0.720070693774032,,0.940804004669189,,-44.9720289914623,-41.2570117043092
1744147821.36614,-0.78499999999964,-0.720070693774033,,0.951330661773682,,-44.977186917749,-41.2570117043092
